C514O2,1,C5H7O4,131.1067,xx,xx,RO2,! 
NPETOLOH,1,C9H13NO7,247.2020,xx,xx,xx,! 
C731OOH,1,C7H12O4,160.1678,xx,xx,xx,! 
IC3H7O,1,C3H7O,59.0871,xx,xx,xx,! 
HO2C54O,1,C5H11O2,103.1396,xx,xx,xx,! 
C42O2,1,C4H6NO7,180.0929,xx,xx,RO2,! 
NC524OOH,1,C5H11NO8,213.1427,xx,xx,xx,! 
C51NO324CO,1,C5H7NO5,161.1128,xx,xx,xx,! 
C62NO335CO,1,C6H9NO5,175.1394,xx,xx,xx,! 
C1011O,1,C10H17O2,169.2408,xx,xx,xx,! 
C925OOH,1,C9H16O6,220.2197,xx,xx,xx,! 
H14CO23C4,1,C4H6O4,118.0880,xx,xx,xx,! 
C624CO,1,C6H10O2,114.1424,xx,xx,xx,! 
T124CAT1O2,1,C9H11O3,167.1818,xx,xx,RO2,! 
CO24M3C5,1,C6H10O2,114.1424,xx,xx,xx,! 
H3C2C4CO2H,1,C5H8O4,132.1146,xx,xx,xx,! 
CO2C4CHO,1,C5H8O2,100.1158,xx,xx,xx,! 
MIBKBOOH,1,C6H12O3,132.1577,xx,xx,xx,! 
NPETLQO2,1,C9H10NO7,244.1782,xx,xx,RO2,! 
HC4CO3,1,C5H7O4,131.1067,xx,xx,RO2,! 
C6H5OOH,1,C6H6O2,110.1106,xx,xx,xx,! 
C3MDIALO,1,C4H5O3,101.0807,xx,xx,xx,! 
HEPTO2,1,C7H15O2,131.1928,xx,xx,RO2,! 
PXYMUCNO3,1,C8H11NO7,233.1754,xx,xx,xx,! 
H13C43CO3,1,C5H9O5,149.1220,xx,xx,RO2,! 
CHOC4PAN,1,C6H9NO6,191.1388,xx,xx,PAN,! 
C624NO3,1,C6H11NO4,161.1558,xx,xx,xx,! 
CO25C74OOH,1,C7H12O4,160.1678,xx,xx,xx,! 
C514O,1,C5H7O3,115.1073,xx,xx,xx,! 
C1010OOH,1,C10H16O4,200.2316,xx,xx,xx,! 
DIIPRETOH,1,C6H14O2,118.1742,xx,xx,xx,! 
ME2BUOLO,1,C5H11O2,103.1396,xx,xx,xx,! 
C4MCODBCO2,1,C6H7O3,127.1180,xx,xx,xx,! 
C4MCODBCO3,1,C6H7O4,143.1174,xx,xx,RO2,! 
C46PAN,1,C5H7NO6,177.1122,xx,xx,PAN,! 
TMB2FUOOH,1,C7H12O5,176.1672,xx,xx,xx,! 
MIBKHO4O,1,C6H11O3,131.1497,xx,xx,xx,! 
CL2OHCH2O,1,C2H3Cl2O2,129.9500,xx,xx,xx,! 
H3C25CCO3H,1,C7H10O6,190.1507,xx,xx,xx,! 
ETBEAOH,1,C6H14O2,118.1742,xx,xx,xx,! 
C126NO3,1,C12H19NO4,241.2836,xx,xx,xx,! 
ETBEAO2,1,C6H13O3,133.1656,xx,xx,RO2,! 
HM22C4O,1,C6H13O2,117.1662,xx,xx,xx,! 
C823OOH,1,C8H14O4,174.1944,xx,xx,xx,! 
C616O2,1,C6H7O5,159.1168,xx,xx,RO2,! 
C88OOH,1,C8H12O4,172.1785,xx,xx,xx,! 
C1013CO2H,1,C11H18O4,214.2582,xx,xx,xx,! 
DIIPRETO2,1,C6H13O3,133.1656,xx,xx,RO2,! 
M2BKAOOH,1,C6H12O3,132.1577,xx,xx,xx,! 
MMALANHY,1,C5H4O3,112.0835,xx,xx,xx,! 
C312COCO3H,1,C4H4O5,132.0716,xx,xx,xx,! 
MEK2OO,1,C4H6O3,102.0886,xx,xx,xx,! 
C7EDCOOH,1,C7H12O5,176.1672,xx,xx,xx,! 
NMXYQO2,1,C8H8NO7,230.1516,xx,xx,RO2,! 
PXYL1O2,1,C7H7O2,123.1293,xx,xx,RO2,! 
C827OOH,1,C8H14O4,174.1944,xx,xx,xx,! 
NDNPBZLOOH,1,C9H11N3O12,353.1965,xx,xx,xx,! 
CO23C5,1,C5H8O2,100.1158,xx,xx,xx,! 
CO23C6,1,C6H10O2,114.1424,xx,xx,xx,! 
TOL1O,1,C7H7O,107.1299,xx,xx,xx,! 
CH3SOO2,1,CH3O3S,95.0977,xx,xx,RO2,! 
IPROPOLPER,1,C3H6O4,106.0773,xx,xx,xx,! 
NDNPETLOOH,1,C9H11N3O12,353.1965,xx,xx,xx,! 
C61O,1,C6H11O3,131.1497,xx,xx,xx,! 
C3NO3COOOH,1,C3H5NO6,151.0749,xx,xx,xx,! 
C1312O,1,C13H21O4,241.3034,xx,xx,xx,! 
PROL1MCO3,1,C5H9O4,133.1226,xx,xx,RO2,! 
CH3CHOHCHO,1,C3H6O2,74.0785,xx,xx,xx,! 
C78O,1,C7H13O3,145.1763,xx,xx,xx,! 
MNO3COC4O,1,C6H10NO5,176.1473,xx,xx,xx,! 
BZEMUCCO3H,1,C6H6O5,158.1088,xx,xx,xx,! 
MACRNB,1,C4H7NO5,149.1021,xx,xx,xx,! 
COHM2CO3H,1,C4H6O5,134.0874,xx,xx,xx,! 
TL4OHNO2O2,1,C7H8NO8,234.1403,xx,xx,RO2,! 
PHIC3O,1,C9H11O,135.1830,xx,xx,xx,! 
OTNCATECO,1,C9H12NO8,262.1935,xx,xx,xx,! 
OTNCATECH,1,C9H11NO4,197.1879,xx,xx,xx,! 
DM124O,1,C8H9O,121.1565,xx,xx,xx,! 
PTCATEC1O,1,C9H11O2,151.1824,xx,xx,xx,! 
DMMBO2,1,C3H7O4,107.0853,xx,xx,RO2,! 
MTBKNO3,1,C6H11NO4,161.1558,xx,xx,xx,! 
NISOPNO3,1,C5H8N2O6,192.1268,xx,xx,xx,! 
HNC524CO,1,C5H9NO7,195.1275,xx,xx,xx,! 
C720O,1,C7H11O2,127.1610,xx,xx,xx,! 
C139NO3,1,C13H21NO7,303.3083,xx,xx,xx,! 
H3M3C5CHO,1,C7H14O2,130.1849,xx,xx,xx,! 
C5ONO34OOH,1,C5H9NO6,179.1281,xx,xx,xx,! 
IPECO,1,C5H11O,87.1402,xx,xx,xx,! 
IPROACET,1,C5H10O2,102.1317,xx,xx,xx,! 
HODMSO2,1,C2H7O3S,111.1402,xx,xx,RO2,! 
NMXYOL1O2,1,C8H8NO4,182.1534,xx,xx,RO2,! 
METLOBPROH,1,C9H12O4,184.1892,xx,xx,xx,! 
DMMBOH,1,C3H8O3,92.0938,xx,xx,xx,! 
NPHENOOH,1,C6H7NO8,221.1217,xx,xx,xx,! 
SBUACONEO,1,C6H9O4,145.1333,xx,xx,xx,! 
HO1C3O2,1,C3H7O3,91.0859,xx,xx,RO2,! 
C57NO3,1,C5H9NO6,179.1281,xx,xx,xx,! 
C1313NO3,1,C13H21NO6,287.3089,xx,xx,xx,! 
HEXBOH,1,C6H14O,102.1748,xx,xx,xx,! 
M3HEXAO2,1,C7H15O2,131.1928,xx,xx,RO2,! 
ETOHOCHO,1,C3H6O3,90.0779,xx,xx,xx,! 
C51CO2H,1,C6H10O3,130.1418,xx,xx,xx,! 
C117NO3,1,C11H17NO6,259.2558,xx,xx,xx,! 
C112O,1,C11H21O3,201.2826,xx,xx,xx,! 
BCALBCO,1,C15H22O3,250.3334,xx,xx,xx,! 
IPBZMUCOH,1,C9H14O5,202.2045,xx,xx,xx,! 
C9M2CO6OH,1,C10H16O3,184.2322,xx,xx,xx,! 
H3M3C5NO3,1,C6H13NO4,163.1717,xx,xx,xx,! 
C152OOH,1,C15H26O6,302.3633,xx,xx,xx,! 
CO235C6CHO,1,C7H8O4,156.1360,xx,xx,xx,! 
NPHENO,1,C6H6NO7,204.1143,xx,xx,xx,! 
C3PAN2,1,C3H3NO6,149.0590,xx,xx,PAN,! 
C3PAN1,1,C3H5NO6,151.0749,xx,xx,PAN,! 
IPBZMUCO2,1,C9H13O6,217.1959,xx,xx,RO2,! 
NBUTOLBO,1,C4H9O2,89.1131,xx,xx,xx,! 
HO13C3CO3H,1,C4H8O5,136.1033,xx,xx,xx,! 
PE1ENEBO2,1,C5H11O3,119.1390,xx,xx,RO2,! 
C82OOH,1,C8H16O4,176.2102,xx,xx,xx,! 
HEXBO2,1,C6H13O2,117.1662,xx,xx,RO2,! 
M3HEXAOH,1,C7H16O,116.2013,xx,xx,xx,! 
C716OOH,1,C7H10O5,174.1513,xx,xx,xx,! 
HMVKBO,1,C4H7O3,103.0966,xx,xx,xx,! 
C83COOHOOH,1,C8H12O6,204.1773,xx,xx,xx,! 
CH3NO3,1,CH3NO3,77.0394,xx,xx,xx,! 
EPXMC4DIAL,1,C5H6O3,114.0993,xx,xx,xx,! 
MTBEBOH,1,C5H12O2,104.1476,xx,xx,xx,! 
HMVKANO3,1,C4H7NO5,149.1021,xx,xx,xx,! 
CO2OH3MPAN,1,C5H7NO7,193.1116,xx,xx,PAN,! 
NC4IPDCO2,1,C7H8NO5,186.1421,xx,xx,xx,! 
HOACETETO2,1,C4H7O5,135.0954,xx,xx,RO2,! 
C151OH,1,C15H26O5,286.3639,xx,xx,xx,! 
C151O2,1,C15H25O6,301.3554,xx,xx,RO2,! 
ISOPCO2,1,C5H9O3,117.1232,xx,xx,RO2,! 
NC4OHCO3,1,C5H8NO7,194.1195,xx,xx,RO2,! 
C629OOH,1,C6H10O5,162.1406,xx,xx,xx,! 
BPINBO2,1,C10H17O3,185.2402,xx,xx,RO2,! 
MIBKCOOHO2,1,C6H9O5,161.1327,xx,xx,RO2,! 
H2M2C4CO2H,1,C6H12O3,132.1577,xx,xx,xx,! 
C134O,1,C13H19O6,271.2864,xx,xx,xx,! 
C817CO3,1,C9H13O5,201.1965,xx,xx,RO2,! 
MTBEBO2,1,C5H11O3,119.1390,xx,xx,RO2,! 
C917O,1,C9H13O3,169.1977,xx,xx,xx,! 
ACPRONEOH,1,C5H8O4,132.1146,xx,xx,xx,! 
DMC,1,C3H6O3,90.0779,xx,xx,xx,! 
C920CO3H,1,C10H16O5,216.2310,xx,xx,xx,! 
LIMCOH,1,C10H18O2,170.2487,xx,xx,xx,! 
IPRBQONE,1,C9H10O2,150.1745,xx,xx,xx,! 
MO2EOLB2OH,1,C3H8O3,92.0938,xx,xx,xx,! 
C7M3CO,1,C8H10O3,154.1632,xx,xx,xx,! 
DMM,1,C3H8O2,76.0944,xx,xx,xx,! 
DMS,1,C2H6S,62.1340,xx,xx,xx,! 
C6PAN20,1,C6H11NO6,193.1546,xx,xx,PAN,! 
C71O2,1,C7H13O4,161.1757,xx,xx,RO2,! 
PXYFUOOH,1,C5H8O5,148.1140,xx,xx,xx,! 
C735OOA,1,C7H10O4,158.1519,xx,xx,xx,! 
MO2EOLBO,1,C3H7O3,91.0859,xx,xx,xx,! 
C735OOH,1,C7H10O5,174.1513,xx,xx,xx,! 
ACPRONEO2,1,C5H7O5,147.1061,xx,xx,RO2,! 
CATEC1O,1,C6H5O2,109.1027,xx,xx,xx,! 
LIMCO2,1,C10H17O3,185.2402,xx,xx,RO2,! 
C8M2CO6OH,1,C9H14O3,170.2057,xx,xx,xx,! 
TM123BO,1,C9H11O,135.1830,xx,xx,xx,! 
PETCATECH,1,C9H12O2,152.1904,xx,xx,xx,! 
CO25C6CO2H,1,C7H10O4,158.1519,xx,xx,xx,! 
NDNT124LO,1,C9H10N3O11,336.1892,xx,xx,xx,! 
PETLMUCO2H,1,C9H12O4,184.1892,xx,xx,xx,! 
C88PAN,1,C9H11NO7,245.1861,xx,xx,PAN,! 
BIACETO,1,C4H5O3,101.0807,xx,xx,xx,! 
ACEC2CHO,1,C5H8O3,116.1152,xx,xx,xx,! 
C822PAN,1,C9H13NO6,231.2026,xx,xx,PAN,! 
C89NO3,1,C8H13NO4,187.1931,xx,xx,xx,! 
C720OH,1,C7H12O2,128.1690,xx,xx,xx,! 
C121OOH,1,C12H24O3,216.3172,xx,xx,xx,! 
BCALBOOH,1,C15H24O4,268.3487,xx,xx,xx,! 
C5MDICARB,1,C6H8O2,112.1265,xx,xx,xx,! 
C720O2,1,C7H11O3,143.1604,xx,xx,RO2,! 
MCATECHOL,1,C7H8O2,124.1372,xx,xx,xx,! 
C1011CO3H,1,C11H18O4,214.2582,xx,xx,xx,! 
C617PAN,1,C7H9NO7,219.1489,xx,xx,PAN,! 
PENT1ENE,1,C5H10,70.1329,xx,xx,xx,! 
PGAOOB,1,C2H4O4,92.0508,xx,xx,xx,! 
LIMALACO,1,C10H14O3,182.2164,xx,xx,xx,! 
C8M2CO6O2,1,C9H13O4,185.1971,xx,xx,RO2,! 
MOCOCH2OOH,1,C3H6O4,106.0773,xx,xx,xx,! 
HO1C5OOH,1,C5H12O3,120.1470,xx,xx,xx,! 
NC623O,1,C6H10NO6,192.1467,xx,xx,xx,! 
LIMBOOH,1,C10H18O3,186.2481,xx,xx,xx,! 
CH3SCH2O,1,C2H5OS,77.1255,xx,xx,xx,! 
CHOC4CO3H,1,C6H10O4,146.1412,xx,xx,xx,! 
C733OOH,1,C7H12O5,176.1672,xx,xx,xx,! 
C78O2,1,C7H13O4,161.1757,xx,xx,RO2,! 
C815CO2OOH,1,C8H12O4,172.1785,xx,xx,xx,! 
MC3CODBCO3,1,C5H5O4,129.0908,xx,xx,RO2,! 
MC3CODBCO2,1,C5H5O3,113.0914,xx,xx,xx,! 
H2M3C4O,1,C5H11O2,103.1396,xx,xx,xx,! 
C42O,1,C4H6NO6,164.0935,xx,xx,xx,! 
C918CO3H,1,C10H16O4,200.2316,xx,xx,xx,! 
DM23BU2ENE,1,C6H12,84.1595,xx,xx,xx,! 
ETBEANO3,1,C6H13NO4,163.1717,xx,xx,xx,! 
HO2C6OOH,1,C6H14O3,134.1736,xx,xx,xx,! 
C78OH,1,C7H14O3,146.1843,xx,xx,xx,! 
NOPINCO,1,C9H13O2,153.1983,xx,xx,xx,! 
DNPHEN,1,C6H4N2O5,184.1064,xx,xx,xx,! 
TM135BPNO3,1,C9H13NO6,231.2026,xx,xx,xx,! 
MIBKAOH3CO,1,C6H10O3,130.1418,xx,xx,xx,! 
MXYBIPERO,1,C8H11O4,171.1705,xx,xx,xx,! 
HO3C6O,1,C6H13O2,117.1662,xx,xx,xx,! 
M33C4O2,1,C6H13O2,117.1662,xx,xx,RO2,! 
MPRBNO3O2,1,C4H8NO5,150.1100,xx,xx,RO2,! 
C84O2,1,C8H13O4,173.1864,xx,xx,RO2,! 
NC41OOA,1,C4H7NO6,165.1015,xx,xx,xx,! 
PECO,1,C5H11O,87.1402,xx,xx,xx,! 
DMKOHO,1,C6H9O4,145.1333,xx,xx,xx,! 
EOX2ETCHO,1,C4H8O2,88.1051,xx,xx,xx,! 
C617CO2H,1,C7H10O4,158.1519,xx,xx,xx,! 
CHCL2OOH,1,CH2Cl2O2,116.9314,xx,xx,xx,! 
NDNCRESO2,1,C7H6N3O12,324.1354,xx,xx,RO2,! 
PXYLO,1,C8H9O,121.1565,xx,xx,xx,! 
METACETNO3,1,C3H5NO5,135.0755,xx,xx,xx,! 
PXYMUCO,1,C8H11O5,187.1699,xx,xx,xx,! 
DNPXYOL,1,C8H8N2O5,212.1595,xx,xx,xx,! 
TM124MUO2H,1,C9H12O4,184.1892,xx,xx,xx,! 
C5OCO3M,1,C6H8O4,144.1253,xx,xx,xx,! 
PXY1OOH,1,C8H10O2,138.1638,xx,xx,xx,! 
CH3COCO3H,1,C3H4O4,104.0615,xx,xx,xx,! 
C9DCCO,1,C9H10O3,166.1739,xx,xx,xx,! 
C816O,1,C8H13O2,141.1876,xx,xx,xx,! 
C512O,1,C5H7O3,115.1073,xx,xx,xx,! 
C522CO3,1,C6H7O4,143.1174,xx,xx,RO2,! 
MIBKOHAOOH,1,C6H12O4,148.1571,xx,xx,xx,! 
C510OH,1,C5H9NO6,179.1281,xx,xx,xx,! 
NEOPNO3,1,C5H11NO3,133.1457,xx,xx,xx,! 
EBFUOOH,1,C6H10O5,162.1406,xx,xx,xx,! 
C41CO3H,1,C5H8O4,132.1146,xx,xx,xx,! 
OXYOLO2,1,C8H11O6,203.1693,xx,xx,RO2,! 
T123NCATO,1,C9H12NO8,262.1935,xx,xx,xx,! 
C1310O,1,C13H21O5,257.3028,xx,xx,xx,! 
CO1H63O,1,C6H11O3,131.1497,xx,xx,xx,! 
NCRESO,1,C7H8NO7,218.1409,xx,xx,xx,! 
CHCL3OOH,1,C2H3Cl3O2,165.4030,xx,xx,xx,! 
BUTAL2NO3,1,C4H7NO4,133.1027,xx,xx,xx,! 
EOX2OLBNO3,1,C4H9NO5,151.1180,xx,xx,xx,! 
C6H5C2CO3H,1,C8H8O3,152.1473,xx,xx,xx,! 
HOC2H4CO3H,1,C3H6O4,106.0773,xx,xx,xx,! 
NC3OOA,1,C3H5NO5,135.0755,xx,xx,xx,! 
BCLKET,1,C14H22O3,238.3227,xx,xx,xx,! 
C89CO2,1,C9H13O3,169.1977,xx,xx,xx,! 
C89CO3,1,C9H13O4,185.1971,xx,xx,RO2,! 
C1013O2,1,C10H17O4,201.2396,xx,xx,RO2,! 
C726CO3OH,1,C7H10O3,142.1525,xx,xx,xx,! 
M33C3CO2H,1,C6H12O2,116.1583,xx,xx,xx,! 
CCLOHCH2O2,1,C2H4ClO3,111.5044,xx,xx,RO2,! 
TMBO2,1,C9H11O2,151.1824,xx,xx,RO2,! 
DNPHENO,1,C6H5N2O9,249.1119,xx,xx,xx,! 
C6DCRBBOOH,1,C6H8O4,144.1253,xx,xx,xx,! 
M2BUOL2OH,1,C5H12O2,104.1476,xx,xx,xx,! 
C63O,1,C6H11O3,131.1497,xx,xx,xx,! 
C1210OOH,1,C12H20O4,228.2848,xx,xx,xx,! 
NPXYOLO,1,C8H10NO7,232.1675,xx,xx,xx,! 
ACCOMECO3,1,C5H5O6,161.0896,xx,xx,RO2,! 
C4CO2DCO3H,1,C5H4O5,144.0823,xx,xx,xx,! 
DIME35EB,1,C10H14,134.2182,xx,xx,xx,! 
MBOOOA,1,C4H8O3,104.1045,xx,xx,xx,! 
BOX2COMOOH,1,C7H12O5,176.1672,xx,xx,xx,! 
C919OH,1,C9H14O4,186.2051,xx,xx,xx,! 
NISOPO,1,C5H8NO4,146.1213,xx,xx,xx,! 
PTNCATECH,1,C9H11NO4,197.1879,xx,xx,xx,! 
PTNCATECO,1,C9H12NO8,262.1935,xx,xx,xx,! 
M2BUOL2O2,1,C5H11O3,119.1390,xx,xx,RO2,! 
NC526O2,1,C5H8NO6,178.1201,xx,xx,RO2,! 
DMMBNO3,1,C3H7NO5,137.0914,xx,xx,xx,! 
C84O,1,C8H13O3,157.1870,xx,xx,xx,! 
MTCATEC1O,1,C9H11O2,151.1824,xx,xx,xx,! 
